company_name,company_key,domain,company_careers_url,detected_ats,discovery_status,source_count,validated_source_count,polled_source_count,connectors,source_types,jobs_created_total,jobs_accepted_total,retained_live_total,last_successful_poll_at,from_csv_seed,sample_source_urls,homepage_url,source_dataset,source_dataset_url,career_url_basis,source_notes,region,category,normalizedCompanyKey,normalizedCareersUrl,initialHost,decision,httpStatus,attemptedUrl,finalUrl,finalHost,validationReason,inferredVendor,contentType
Kroll Bond Ratings Agency,krollbondratingsagency,krollbondratings.com,https://krollbondratings.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://krollbondratings.com/careers,https://krollbondratings.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Finance & Investment; type=Private; city=New York; state=NY,North America,Finance & Investment,krollbondratingsagency,https://krollbondratings.com/careers,krollbondratings.com,accept_verified_careers_page,200,https://krollbondratings.com/careers,https://www.kbra.com/company/overview,kbra.com,reachable careers URL with careers/jobs content signal,company-site,text/html
Amida Technology Solutions,amidatechnologysolutions,amida-tech.com,https://amida-tech.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://amida-tech.com/careers,https://amida-tech.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Healthcare; type=Private; city=Washington; state=DC,North America,Healthcare,amidatechnologysolutions,https://amida-tech.com/careers,amida-tech.com,accept_verified_careers_page,200,http://amida-tech.com/careers,https://www.amida.com,amida.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Maponics,maponics,maponics.com,https://maponics.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://maponics.com/careers,https://maponics.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Geospatial/Mapping; type=Private; city=White River Junction; state=VT,North America,Geospatial/Mapping,maponics,https://maponics.com/careers,maponics.com,accept_verified_careers_page,200,https://maponics.com/careers,https://www.precisely.com/about-us/pitney-bowes-software-and-data,precisely.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Locavore,locavore,getlocavore.com,https://getlocavore.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://getlocavore.com/careers,https://getlocavore.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Food & Agriculture; type=Private; city=Madison; state=WI,North America,Food & Agriculture,locavore,https://getlocavore.com/careers,getlocavore.com,accept_verified_careers_page,200,https://getlocavore.com/careers,https://agsquared.com,agsquared.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
"Lumesis, Inc.",lumesis,lumesis.com,https://lumesis.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://lumesis.com/careers,https://lumesis.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Data/Technology; type=Private; city=Stamford; state=CT,North America,Data/Technology,lumesisinc,https://lumesis.com/careers,lumesis.com,accept_verified_careers_page,200,https://lumesis.com/careers,https://solvefixedincome.com/solutions/new-issue-pricing,solvefixedincome.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Mango Transit,mangotransit,windowsphone.com,https://windowsphone.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://windowsphone.com/careers,https://windowsphone.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Geospatial/Mapping; type=Private; city=Redmond; state=WA,North America,Geospatial/Mapping,mangotransit,https://windowsphone.com/careers,windowsphone.com,accept_verified_careers_page,200,https://windowsphone.com/careers,https://support.microsoft.com/en-us/windows/what-does-it-mean-if-windows-isn-t-supported-08f3b92d-7539-671e-1452-2e71cdad18b5,support.microsoft.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Mercaris,mercaris,mercaris.com,https://mercaris.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://mercaris.com/careers,https://mercaris.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Food & Agriculture; type=Private; city=Silver Spring; state=MD,North America,Food & Agriculture,mercaris,https://mercaris.com/careers,mercaris.com,accept_verified_careers_page,200,https://mercaris.com/careers,https://www.argusmedia.com/en/solutions/products/argus-agrimarkets-organic-and-non-gmo,argusmedia.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
NERA Economic Consulting,neraeconomicconsulting,nera.com,https://nera.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://nera.com/careers,https://nera.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Research & Consulting; type=Public; state=NY,North America,Research & Consulting,neraeconomicconsulting,https://nera.com/careers,nera.com,accept_verified_careers_page,200,https://nera.com/careers,https://www.nera.com/why-nera.html,nera.com,reachable careers URL with careers/jobs content signal,company-site,text/html;charset=utf-8
Oversight Systems,oversightsystems,oversightsystems.com,https://oversightsystems.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://oversightsystems.com/careers,https://oversightsystems.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Business & Legal Services; type=Private; city=Atlanta; state=GA,North America,Business & Legal Services,oversightsystems,https://oversightsystems.com/careers,oversightsystems.com,accept_verified_careers_page,200,https://oversightsystems.com/careers,https://www.oversight.com,oversight.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
"Ontodia, Inc",ontodia,ontodia.com,https://ontodia.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://ontodia.com/careers,https://ontodia.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Data/Technology; type=Private; city=New York; state=NY,North America,Data/Technology,ontodiainc,https://ontodia.com/careers,ontodia.com,accept_verified_careers_page,200,https://ontodia.com/careers,https://opengov.com/products/transparency-and-open-data/open-data,opengov.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Mint,mint,mint.com,https://mint.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://mint.com/careers,https://mint.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Finance & Investment; type=Public; city=Mountain View; state=CA,North America,Finance & Investment,mint,https://mint.com/careers,mint.com,accept_verified_careers_page,200,https://mint.com/careers,https://www.creditkarma.com/Error_Credit_Karma.htm?referenceerror=18.957f3a17.1780096307.56f1fac,creditkarma.com,reachable careers URL with careers/jobs content signal,company-site,text/html
PlanetEcosystems,planetecosystems,planetecosystems.com,https://planetecosystems.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://planetecosystems.com/careers,https://planetecosystems.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Energy; type=Private; city=San Francisco; state=CA,North America,Energy,planetecosystems,https://planetecosystems.com/careers,planetecosystems.com,accept_verified_careers_page,200,https://planetecosystems.com/careers,https://www.franklinenergy.com,franklinenergy.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Onvia,onvia,onvia.com,https://onvia.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://onvia.com/careers,https://onvia.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Governance; type=Public; city=Seattle; state=WA,North America,Governance,onvia,https://onvia.com/careers,onvia.com,accept_verified_careers_page,200,https://onvia.com/careers,https://www.deltek.com/en/government-contracting/govwin,deltek.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Propeller Health,propellerhealth,propellerhealth.com,https://propellerhealth.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://propellerhealth.com/careers,https://propellerhealth.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Healthcare; type=Private; city=Madison; state=WI,North America,Healthcare,propellerhealth,https://propellerhealth.com/careers,propellerhealth.com,accept_verified_careers_page,200,https://propellerhealth.com/careers,https://www.resmed.com/en-us/health-professionals/digital-health,resmed.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Stratim,stratim,stratim.com,https://stratim.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://stratim.com/careers,https://stratim.com,Tech companies/startups CSV,https://raw.githubusercontent.com/connor11528/tech-companies-and-startups/master/companies.csv,generated from official/company domain with /careers path; importer should validate,city=San Francisco; state=CA,North America,Technology,stratim,https://stratim.com/careers,stratim.com,accept_verified_careers_page,200,http://stratim.com/careers,https://corporate.openlane.com,corporate.openlane.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Reed Elsevier,reedelsevier,reedelsevier.com,https://reedelsevier.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://reedelsevier.com/careers,https://reedelsevier.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Business & Legal Services; type=Public; city=New York; state=NY,North America,Business & Legal Services,reedelsevier,https://reedelsevier.com/careers,reedelsevier.com,accept_verified_careers_page,200,http://reedelsevier.com/careers,https://www.relx.com,relx.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Russell Investments,russellinvestments,russell.com,https://russell.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://russell.com/careers,https://russell.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Finance & Investment; type=Private; city=Seattle; state=WA,North America,Finance & Investment,russellinvestments,https://russell.com/careers,russell.com,accept_verified_careers_page,200,https://russell.com/careers,https://www.lseg.com/en/ftse-russell,lseg.com,reachable careers URL with careers/jobs content signal,company-site,text/html;charset=utf-8
S&P Capital IQ,sandpcapitaliq,capitaliq.com,https://capitaliq.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://capitaliq.com/careers,https://capitaliq.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Finance & Investment; type=Private; city=New York; state=NY,North America,Finance & Investment,spcapitaliq,https://capitaliq.com/careers,capitaliq.com,accept_verified_careers_page,200,https://capitaliq.com/careers,https://www.capitaliq.com:443/CIQDotNet/Login-okta.aspx,capitaliq.com:443,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Stormpulse,stormpulse,stormpulse.com,https://stormpulse.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://stormpulse.com/careers,https://stormpulse.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Environment & Weather; type=Private; city=Austin; state=TX,North America,Environment & Weather,stormpulse,https://stormpulse.com/careers,stormpulse.com,accept_verified_careers_page,200,https://stormpulse.com/careers,https://www.everstream.ai/solutions/weather-intelligence-and-analytics,everstream.ai,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Stevens Worldwide Van Lines,stevensworldwidevanlines,stevensworldwide.com,https://stevensworldwide.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://stevensworldwide.com/careers,https://stevensworldwide.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Transportation; type=Private; city=Wyckoff; state=NJ,North America,Transportation,stevensworldwidevanlines,https://stevensworldwide.com/careers,stevensworldwide.com,accept_verified_careers_page,200,https://stevensworldwide.com/careers,https://www.wheatonworldwide.com,wheatonworldwide.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
TuvaLabs,tuvalabs,tuvalabs.com,https://tuvalabs.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://tuvalabs.com/careers,https://tuvalabs.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Education; type=Private; city=New York; state=NY,North America,Education,tuvalabs,https://tuvalabs.com/careers,tuvalabs.com,accept_verified_careers_page,200,https://tuvalabs.com/careers,https://tuva.breezy.hr,tuva.breezy.hr,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
WaterSmart Software,watersmartsoftware,watersmartsoftware.com,https://watersmartsoftware.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://watersmartsoftware.com/careers,https://watersmartsoftware.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Environment & Weather; type=Private; city=San Francisco; state=CA,North America,Environment & Weather,watersmartsoftware,https://watersmartsoftware.com/careers,watersmartsoftware.com,accept_verified_careers_page,200,https://watersmartsoftware.com/careers,https://www.vertexone.ai/home,vertexone.ai,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Zebu Compliance Solutions,zebucompliancesolutions,zebucompliance.com,https://zebucompliance.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://zebucompliance.com/careers,https://zebucompliance.com,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Healthcare; type=Private; city=Portsmouth; state=OH,North America,Healthcare,zebucompliancesolutions,https://zebucompliance.com/careers,zebucompliance.com,accept_verified_careers_page,200,https://zebucompliance.com/careers,https://www.valenzhealth.com,valenzhealth.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Workhands,workhands,workhands.us,https://workhands.us/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://workhands.us/careers,https://workhands.us,OpenData500 US companies,https://raw.githubusercontent.com/GovLab/OpenData500/master/static/files/us/us_companies.csv,generated from official/company domain with /careers path; importer should validate,category=Lifestyle & Consumer; city=San Francisco; state=CA,North America,Lifestyle & Consumer,workhands,https://workhands.us/careers,workhands.us,accept_verified_careers_page,200,https://workhands.us/careers,https://workhands.com,workhands.com,reachable careers URL with careers/jobs content signal,company-site,text/html;charset=utf-8
AuditFile,auditfile,auditfile.com,https://auditfile.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://auditfile.com/careers,https://auditfile.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=San Francisco; employees=1-10; raised=$6,000,000",San Francisco,Startup/Private,auditfile,https://auditfile.com/careers,auditfile.com,accept_verified_careers_page,200,https://auditfile.com/careers,https://auditfile.com/about,auditfile.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Bidvine,bidvine,bidvine.com,https://bidvine.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://bidvine.com/careers,https://bidvine.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,location=Waterloo; employees=11-50; raised=-,Waterloo,Startup/Private,bidvine,https://bidvine.com/careers,bidvine.com,accept_verified_careers_page,200,https://bidvine.com/careers,https://www.bark.com/en/ca/bidvine?campaign=bidvine-redirect-all&medium=redirect,bark.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
CareDox,caredox,caredox.com,https://caredox.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://caredox.com/careers,https://caredox.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=New York City; employees=11-50; raised=$6,050,000",New York City,Startup/Private,caredox,https://caredox.com/careers,caredox.com,accept_verified_careers_page,200,https://caredox.com/careers,https://schoolcare.com,schoolcare.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
CollegeFeed,collegefeed,collegefeed.com,https://collegefeed.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://collegefeed.com/careers,https://collegefeed.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=Mountain View; employees=11-50; raised=$1,800,000",Mountain View,Startup/Private,collegefeed,https://collegefeed.com/careers,collegefeed.com,accept_verified_careers_page,200,https://collegefeed.com/careers,https://www.aftercollege.com,aftercollege.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Hornet Networks,hornetnetworks,gethornet.com,https://gethornet.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://gethornet.com/careers,https://gethornet.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=New York City; employees=51-200; raised=$8,000,000",New York City,Startup/Private,hornetnetworks,https://gethornet.com/careers,gethornet.com,accept_verified_careers_page,200,https://gethornet.com/careers,https://hornet.com,hornet.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Loom.ai,loomai,loom.ai,https://loom.ai/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://loom.ai/careers,https://loom.ai,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,location=San Francisco; employees=11-50; raised=-,San Francisco,Startup/Private,loomai,https://loom.ai/careers,loom.ai,accept_verified_careers_page,200,https://loom.ai/careers,https://about.roblox.com,about.roblox.com,reachable careers URL with careers/jobs content signal,company-site,text/html
MakeSpace,makespace,makespace.com,https://makespace.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://makespace.com/careers,https://makespace.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=New York City; employees=1-10; raised=$56,800,000",New York City,Startup/Private,makespace,https://makespace.com/careers,makespace.com,accept_verified_careers_page,200,https://makespace.com/careers,https://www.clutter.com,clutter.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Maker,maker,maker.me,https://maker.me/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://maker.me/careers,https://maker.me,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,location=San Francisco; employees=1-10; raised=-,San Francisco,Startup/Private,maker,https://maker.me/careers,maker.me,accept_verified_careers_page,200,https://maker.me/careers,https://www.maker.co,maker.co,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Meldium,meldium,meldium.com,https://meldium.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://meldium.com/careers,https://meldium.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=San Francisco; employees=11-50; raised=$16,000,000",San Francisco,Startup/Private,meldium,https://meldium.com/careers,meldium.com,accept_verified_careers_page,200,https://meldium.com/careers,https://www.meldium.com,meldium.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
OfferUp,offerup,offerupnow.com,https://offerupnow.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://offerupnow.com/careers,https://offerupnow.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=Bellevue; employees=51-200; raised=$119,000,000",Bellevue,Startup/Private,offerup,https://offerupnow.com/careers,offerupnow.com,accept_verified_careers_page,200,https://offerupnow.com/careers,https://offerup.com,offerup.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Piqora,piqora,piqora.com,https://piqora.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://piqora.com/careers,https://piqora.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=San Mateo; employees=11-50; raised=$11,200,000",San Mateo,Startup/Private,piqora,https://piqora.com/careers,piqora.com,accept_verified_careers_page,200,https://piqora.com/careers,https://piqora.com,piqora.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Promoter.io,promoterio,promoter.io,https://promoter.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://promoter.io/careers,https://promoter.io,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=San Antonio; employees=1-10; raised=$1,437,000",San Antonio,Startup/Private,promoterio,https://promoter.io/careers,promoter.io,accept_verified_careers_page,200,https://promoter.io/careers,https://www.retently.com,retently.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
RealCrowd,realcrowd,realcrowd.com,https://realcrowd.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://realcrowd.com/careers,https://realcrowd.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=Palo Alto; employees=11-50; raised=$1,600,000",Palo Alto,Startup/Private,realcrowd,https://realcrowd.com/careers,realcrowd.com,accept_verified_careers_page,200,https://realcrowd.com/careers,https://www.trinityinvestors.com/realcrowd,trinityinvestors.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
PowerReviews,powerreviews,powerreviews.com,https://powerreviews.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://powerreviews.com/careers,https://powerreviews.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=Chicago; employees=51-200; raised=$71,180,000",Chicago,Startup/Private,powerreviews,https://powerreviews.com/careers,powerreviews.com,accept_verified_careers_page,200,https://powerreviews.com/careers,https://syndigo.com/life-at-syndigo,syndigo.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Rekener,rekener,rekener.com,https://rekener.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://rekener.com/careers,https://rekener.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=-; raised=$4,950,000",-,Startup/Private,rekener,https://rekener.com/careers,rekener.com,accept_verified_careers_page,200,https://rekener.com/careers,https://www.bigtincan.com/readiness,bigtincan.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Prevoty,prevoty,prevoty.com,https://prevoty.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://prevoty.com/careers,https://prevoty.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=Los Angeles; employees=1-10; raised=$11,127,000",Los Angeles,Startup/Private,prevoty,https://prevoty.com/careers,prevoty.com,accept_verified_careers_page,200,https://prevoty.com/careers,https://www.imperva.com/learn/application-security/runtime-security,imperva.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Sefaira,sefaira,sefaira.com,https://sefaira.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://sefaira.com/careers,https://sefaira.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=London; employees=11-50; raised=$20,000,000",London,Startup/Private,sefaira,https://sefaira.com/careers,sefaira.com,accept_verified_careers_page,200,https://sefaira.com/careers,https://sketchup.trimble.com/en/products/sefaira,sketchup.trimble.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
Silversheet,silversheet,silversheet.com,https://silversheet.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://silversheet.com/careers,https://silversheet.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=United States; employees=11-50; raised=$5,200,000",United States,Startup/Private,silversheet,https://silversheet.com/careers,silversheet.com,accept_verified_careers_page,200,http://silversheet.com/careers,https://www.amnhealthcare.com/technology/workforce,amnhealthcare.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=utf-8
Streem,streem,streem.com,https://streem.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,true,https://streem.com/careers,https://streem.com,AngelList scrape CSV,https://raw.githubusercontent.com/iamtodor/angel.co-companies-list-scraping/master/all_companies.csv,generated from official/company domain with /careers path; importer should validate,"location=San Francisco; employees=1-10; raised=$875,000",San Francisco,Startup/Private,streem,https://streem.com/careers,streem.com,accept_verified_careers_page,200,https://streem.com/careers,https://www.frontdoorhome.com,frontdoorhome.com,reachable careers URL with careers/jobs content signal,company-site,text/html; charset=UTF-8
